"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"21492772","09/22/2011 10:57:39 AM","10/06/2011 03:03:56 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11203","3616 CHURCH AVENUE","CHURCH AVENUE","BROOKLYN AVENUE","EAST 37 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","11/06/2011 10:57:39 AM","The Department of Health and Mental Hygiene has investigated the complaint and no violations were cited.","10/06/2011 03:03:56 PM","17 BROOKLYN","3048900007","BROOKLYN","999,916","176,494","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.65109807185","-73.94354273114","(40.65109807184792, -73.94354273113836)"
"21483085","09/21/2011 04:41:58 AM",,"DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","11214","7620 BAY PARKWAY","BAY PARKWAY","AVENUE P","77 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Assigned","11/05/2011 04:41:58 AM","The Department of Health and Mental Hygiene is in the process of investigating this complaint.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.","10/04/2011 04:40:30 PM","11 BROOKLYN","3062417501","BROOKLYN","987,457","160,462","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60710688908","-73.98845020147","(40.60710688908143, -73.9884502014737)"
"21477390","09/20/2011 03:23:54 PM","09/30/2011 10:26:07 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11209","8705 5 AVENUE","5 AVENUE","87 STREET","88 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","11/04/2011 03:23:54 PM","The Department of Health and Mental Hygiene has investigated the complaint.  Further investigation will be conducted.","09/30/2011 10:26:07 AM","10 BROOKLYN","3060510007","BROOKLYN","976,798","165,433","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6207487041","-74.02684337089","(40.620748704102716, -74.0268433708866)"
"21479370","09/20/2011 10:44:45 AM","09/30/2011 10:25:04 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11201","223 DUFFIELD STREET","DUFFIELD STREET","WILLOUGHBY STREET","FULTON STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","11/04/2011 10:44:45 AM","The Department of Health and Mental Hygiene has reviewed the complaint and has referred it to another Office/Bureau/Agency","09/30/2011 10:25:04 AM","02 BROOKLYN","3001460017","BROOKLYN","988,585","191,164","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.69137673177","-73.98436805239","(40.69137673176702, -73.98436805239155)"
"21467899","09/20/2011 01:28:28 AM",,"DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11214","7620 BAY PARKWAY","BAY PARKWAY","AVENUE P","77 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Assigned","11/04/2011 01:28:28 AM","The Department of Health and Mental Hygiene is in the process of investigating this complaint.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.","09/28/2011 04:01:57 PM","11 BROOKLYN","3062417501","BROOKLYN","987,457","160,462","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60710688908","-73.98845020147","(40.60710688908143, -73.9884502014737)"
"21467079","09/20/2011 01:15:07 AM","09/30/2011 10:24:00 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","11214","7620 BAY PARKWAY","BAY PARKWAY","AVENUE P","77 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","11/04/2011 01:15:07 AM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/30/2011 10:24:00 AM","11 BROOKLYN","3062417501","BROOKLYN","987,457","160,462","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60710688908","-73.98845020147","(40.60710688908143, -73.9884502014737)"
"21472492","09/19/2011 09:58:26 AM","09/30/2011 10:22:55 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10002","19 STANTON STREET","STANTON STREET","BOWERY","CHRYSTIE STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","11/03/2011 09:58:26 AM","The Department of Health and Mental Hygiene has investigated the complaint and no violations were cited.","09/30/2011 10:22:55 AM","03 MANHATTAN","1004260025","MANHATTAN","986,476","202,498","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72248666666","-73.9919693291","(40.72248666665785, -73.99196932910476)"
"21471485","09/19/2011 09:36:49 AM","09/22/2011 12:20:22 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10036","700 8 AVENUE","8 AVENUE","WEST 44 STREET","WEST 45 STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","11/03/2011 09:36:49 AM","The Department of Health and Mental Hygiene has reviewed your Service Request. A warning letter has been sent to the responsible party notifying them to correct the condition. An inspector will be dispatched if needed. If the condition persists 21 days after the initial report, please call 311 to file another Service Request.","09/22/2011 12:20:22 PM","05 MANHATTAN","1010160001","MANHATTAN","987,370","215,678","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75866221848","-73.98873795997","(40.75866221848322, -73.98873795996684)"
"21450283","09/15/2011 05:12:47 PM","09/30/2011 10:21:51 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","10314","2260 VICTORY BOULEVARD","VICTORY BOULEVARD","SHERADEN AVENUE","HARVEY AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","10/30/2011 05:12:47 PM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/30/2011 10:21:51 AM","01 STATEN ISLAND","5007400008","STATEN ISLAND","945,732","162,193","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.61177499038","-74.13872978896","(40.61177499038186, -74.13872978895596)"
"21448712","09/15/2011 10:02:50 AM","09/30/2011 10:21:48 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10474","721 FAILE STREET","FAILE STREET","SPOFFORD AVENUE","HUNTS POINT AVENUE",,,"ADDRESS","BRONX",,"N/A","Closed","10/30/2011 10:02:50 AM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/30/2011 10:21:48 AM","02 BRONX","2027630158","BRONX","1,015,643","236,181","ONLINE","Unspecified","BRONX",,,,,,,,"40.81488224041","-73.88658718511","(40.81488224041173, -73.88658718511324)"
"21435483","09/14/2011 07:32:53 AM","09/22/2011 12:19:15 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","10024","6 WEST 87 STREET","WEST 87 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE",,,"ADDRESS","NEW YORK",,"N/A","Closed","10/29/2011 07:32:53 AM","The Department of Health and Mental Hygiene has investigated the complaint and the establishment was closed for violations, the violations were corrected, and the establishment was re-opened.","09/22/2011 12:19:15 PM","07 MANHATTAN","1012000037","MANHATTAN","992,736","225,703","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.78617469952","-73.96935603698","(40.78617469952118, -73.96935603698324)"
"21427440","09/14/2011 01:35:14 AM","09/22/2011 12:18:12 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10027",,,,,"WEST  124 STREET","FREDRICK DOUGLAS BOULEVARD","INTERSECTION","NEW YORK",,"N/A","Closed","10/29/2011 01:35:14 AM","The Department of Health and Mental Hygiene has reviewed your Service Request. A warning letter has been sent to the responsible party notifying them to correct the condition. An inspector will be dispatched if needed. If the condition persists 21 days after the initial report, please call 311 to file another Service Request.","09/22/2011 12:18:12 PM","10 MANHATTAN",,"MANHATTAN","997,631","234,200","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.809490593","-73.9516626766","(40.80949059299736, -73.95166267659963)"
"21427067","09/13/2011 06:37:02 PM","09/30/2011 10:20:44 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11354","33-38 PARSONS BOULEVARD","PARSONS BOULEVARD","33 AVENUE","34 AVENUE",,,"ADDRESS","FLUSHING",,"N/A","Closed","10/28/2011 06:37:02 PM","The Department of Health and Mental Hygiene has investigated the complaint and no violations were cited.","09/30/2011 10:20:44 AM","07 QUEENS","4049810060","QUEENS","1,032,971","218,993","ONLINE","Unspecified","QUEENS",,,,,,,,"40.76762733373","-73.82411151244","(40.767627333732726, -73.82411151243869)"
"21426082","09/13/2011 02:29:19 PM","09/22/2011 12:17:07 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","10018","231 WEST 39 STREET","WEST 39 STREET","7 AVENUE","8 AVENUE",,,"ADDRESS","NEW YORK",,"N/A","Closed","10/28/2011 02:29:19 PM","The Department of Health and Mental Hygiene has investigated the complaint and the establishment was closed for violations, the violations were corrected, and the establishment was re-opened.","09/22/2011 12:17:07 PM","05 MANHATTAN","1007890021","MANHATTAN","987,197","214,189","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75457535248","-73.9893630783","(40.75457535248339, -73.9893630782955)"
"21415902","09/12/2011 04:59:27 PM",,"DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","10009","236 EAST 3 STREET","EAST 3 STREET","AVENUE B","AVENUE C",,,"ADDRESS","NEW YORK",,"N/A","Assigned","10/27/2011 04:59:27 PM","The Department of Health and Mental Hygiene is in the process of investigating this complaint.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.","09/28/2011 03:58:40 PM","03 MANHATTAN","1003850023","MANHATTAN","989,313","202,374","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72214514785","-73.98173446603","(40.722145147847456, -73.98173446602644)"
"21415763","09/12/2011 04:24:01 PM","09/22/2011 12:17:04 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10009","236 EAST 3 STREET","EAST 3 STREET","AVENUE B","AVENUE C",,,"ADDRESS","NEW YORK",,"N/A","Closed","10/27/2011 04:24:01 PM","The Department of Health and Mental Hygiene has tried to investigate the complaint but could not gain access to the site. Please call the Department of Health at (212) 442-3372 during regular business hours (Monday - Friday, 9:00 AM - 5:00 PM ) to provide access information.","09/22/2011 12:17:04 PM","03 MANHATTAN","1003850023","MANHATTAN","989,313","202,374","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72214514785","-73.98173446603","(40.722145147847456, -73.98173446602644)"
"21415825","09/12/2011 12:30:53 PM","09/13/2011 11:12:55 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11216","111 MONROE STREET","MONROE STREET","FRANKLIN AVENUE","BEDFORD AVENUE",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/27/2011 12:30:53 PM","The Department of Health and Mental Hygiene has reviewed your Service Request. A warning letter has been sent to the responsible party notifying them to correct the condition. An inspector will be dispatched if needed. If the condition persists 21 days after the initial report, please call 311 to file another Service Request.","09/13/2011 11:12:55 AM","03 BROOKLYN","3019860032","BROOKLYN","996,832","188,848","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68501196245","-73.95463381784","(40.685011962448264, -73.95463381784354)"
"21414711","09/12/2011 09:57:53 AM","09/22/2011 12:16:02 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10002","286 GRAND STREET","GRAND STREET","FORSYTH STREET","ELDRIDGE STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","10/27/2011 09:57:53 AM","The Department of Health and Mental Hygiene has reviewed your Service Request. A warning letter has been sent to the responsible party notifying them to correct the condition. An inspector will be dispatched if needed. If the condition persists 21 days after the initial report, please call 311 to file another Service Request.","09/22/2011 12:16:02 PM","03 MANHATTAN","1004180051","MANHATTAN","986,352","200,763","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.71772454001","-73.99241722187","(40.71772454000621, -73.99241722187315)"
"21411606","09/11/2011 11:27:38 AM","09/13/2011 11:02:55 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10075","10 EAST END AVENUE","EAST END AVENUE","EAST 79 STREET","EAST 80 STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","10/26/2011 11:27:38 AM","The Department of Health and Mental Hygiene has contacted the customer and closed the Service Request.  If the Agency was unable to make phone contact, a letter was sent to the customer to call the Office of Environmental Investigations at 212-442-3372 to schedule an appointment.","09/13/2011 11:02:55 AM","08 MANHATTAN","1015760027","MANHATTAN","998,714","220,112","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.77082112089","-73.94778080229","(40.7708211208901, -73.9477808022944)"
"21400901","09/09/2011 02:06:29 PM","09/13/2011 02:23:50 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10014","225 WEST 10 STREET","WEST 10 STREET","BLEECKER STREET","HUDSON STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","10/24/2011 02:06:29 PM","The Department of Health and Mental Hygiene has contacted the customer and closed the Service Request.  If the Agency was unable to make phone contact, a letter was sent to the customer to call the Office of Environmental Investigations at 212-442-3372 to schedule an appointment.","09/13/2011 02:23:50 PM","02 MANHATTAN","1006207502","MANHATTAN","982,834","206,668","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73393246614","-74.0051093366","(40.73393246614168, -74.00510933660175)"
"21399705","09/09/2011 01:28:53 PM","11/04/2011 10:04:27 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10312","456 DRUMGOOLE ROAD WEST","DRUMGOOLE ROAD WEST","WATKINS AVENUE","DORVAL AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","10/24/2011 01:28:53 PM","The Department of Health and Mental Hygiene has investigated the complaint and the establishment was closed for violations, the violations were corrected, and the establishment was re-opened.","11/04/2011 10:04:27 AM","03 STATEN ISLAND","5056510068","STATEN ISLAND","935,842","142,957","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.55892758917","-74.17421260396","(40.55892758916962, -74.17421260395783)"
"21390427","09/08/2011 05:16:41 PM","09/23/2011 08:31:41 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11206","43 BOGART STREET","BOGART STREET","MOORE STREET","GRATTAN STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/23/2011 05:16:41 PM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/23/2011 08:31:41 AM","01 BROOKLYN","3031010022","BROOKLYN","1,002,763","196,146","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.70503285586","-73.93322870677","(40.70503285586476, -73.93322870677004)"
"21391199","09/08/2011 05:05:43 PM","09/30/2011 10:14:24 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11226","1402 NOSTRAND AVENUE","NOSTRAND AVENUE","LINDEN BOULEVARD","MARTENSE STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/23/2011 05:05:43 PM","The Department of Health and Mental Hygiene has contacted the customer and closed the Service Request.  If the Agency was unable to make phone contact, a letter was sent to the customer to call the Office of Environmental Investigations at 212-442-3372 to schedule an appointment.","09/30/2011 10:14:24 AM","17 BROOKLYN",,"BROOKLYN","998,196","176,924","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.65228120378","-73.94974039174","(40.65228120378414, -73.94974039173528)"
"21391055","09/08/2011 04:34:53 PM","09/23/2011 08:30:37 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11226","650 OCEAN AVENUE","OCEAN AVENUE","ALBEMARLE ROAD","REGENT PLACE",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/23/2011 04:34:53 PM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/23/2011 08:30:37 AM","14 BROOKLYN","3051230005","BROOKLYN","995,238","174,936","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.64682874003","-73.96040388398","(40.646828740026976, -73.9604038839779)"
"21382172","09/07/2011 11:55:33 AM","09/15/2011 11:52:10 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","11234","4209 AVENUE U","AVENUE U","HENDRICKSON STREET","FLATBUSH AVENUE",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/22/2011 11:55:33 AM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/15/2011 11:52:10 AM","18 BROOKLYN","3085420006","BROOKLYN","1,005,559","161,284","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.60933806943","-73.92325447051","(40.609338069427295, -73.92325447051425)"
"21367824","09/05/2011 12:46:25 PM","09/22/2011 12:12:54 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10312","141 SOUTH RAILROAD STREET","SOUTH RAILROAD STREET","DOWNES AVENUE","BUFFINGTON AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","10/20/2011 12:46:25 PM","The Department of Health and Mental Hygiene has reviewed your Service Request. A warning letter has been sent to the responsible party notifying them to correct the condition. An inspector will be dispatched if needed. If the condition persists 21 days after the initial report, please call 311 to file another Service Request.","09/22/2011 12:12:54 PM","03 STATEN ISLAND","5062540133","STATEN ISLAND","933,770","135,795","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.53925774963","-74.1816159385","(40.53925774962518, -74.1816159384998)"
"21364122","09/04/2011 11:47:06 AM",,"DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10002","81 CANAL STREET","CANAL STREET","ALLEN STREET","ELDRIDGE STREET",,,"ADDRESS","NEW YORK",,"N/A","Assigned","10/19/2011 11:47:06 AM","The Department of Health and Mental Hygiene is in the process of investigating this complaint.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.","10/04/2011 03:31:00 PM","03 MANHATTAN","1003000033","MANHATTAN","986,166","199,869","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.71527076645","-73.99308845479","(40.715270766449244, -73.99308845479342)"
"21365615","09/04/2011 11:39:41 AM","10/27/2011 02:27:41 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10002","81 CANAL STREET","CANAL STREET","ALLEN STREET","ELDRIDGE STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","10/19/2011 11:39:41 AM","The Department of Health and Mental Hygiene has investigated the complaint and previously cited violations were corrected and no new violations cited.","10/27/2011 02:27:41 PM","03 MANHATTAN","1003000033","MANHATTAN","986,166","199,869","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.71527076645","-73.99308845479","(40.715270766449244, -73.99308845479342)"
"21350642","09/02/2011 10:44:30 AM","09/22/2011 12:11:50 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10002","205 CHRYSTIE STREET","CHRYSTIE STREET","RIVINGTON STREET","STANTON STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","10/17/2011 10:44:30 AM","The Department of Health and Mental Hygiene has reviewed your Service Request. A warning letter has been sent to the responsible party notifying them to correct the condition. An inspector will be dispatched if needed. If the condition persists 21 days after the initial report, please call 311 to file another Service Request.","09/22/2011 12:11:50 PM","03 MANHATTAN","1004260025","MANHATTAN","986,538","202,405","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72223138832","-73.99174568525","(40.722231388323586, -73.99174568525189)"
"21337317","09/01/2011 10:31:28 PM","09/22/2011 12:11:36 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11231","183 LORRAINE STREET","LORRAINE STREET","CLINTON STREET","COURT STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/16/2011 10:31:28 PM","The Department of Health and Mental Hygiene has investigated the complaint and the establishment was closed for violations, the violations were corrected, and the establishment was re-opened.","09/22/2011 12:11:36 PM","06 BROOKLYN","3005720001","BROOKLYN","983,612","184,507","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67310582032","-74.00229998856","(40.67310582031847, -74.0022999885552)"
"21310938","09/01/2011 11:51:52 AM","09/22/2011 12:10:31 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11216","1297 FULTON STREET","FULTON STREET","NOSTRAND AVENUE","VERONA PLACE",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/16/2011 11:51:52 AM","The Department of Health and Mental Hygiene has reviewed your Service Request. A warning letter has been sent to the responsible party notifying them to correct the condition. An inspector will be dispatched if needed. If the condition persists 21 days after the initial report, please call 311 to file another Service Request.","09/22/2011 12:10:31 PM","03 BROOKLYN","3018490055","BROOKLYN","998,348","187,160","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.68037650276","-73.94917119802","(40.68037650276328, -73.94917119801768)"
"21286406","09/01/2011 10:36:31 AM","09/15/2011 11:53:14 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11231","98 4 STREET","4 STREET","HOYT STREET","BOND STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/16/2011 10:36:31 AM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/15/2011 11:53:14 AM","06 BROOKLYN","3004710125","BROOKLYN","986,201","185,789","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67662442975","-73.99296627833","(40.67662442975467, -73.99296627833439)"
"21279341","09/01/2011 07:16:12 AM","09/22/2011 12:09:27 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11209","454 86 STREET","86 STREET","4 AVENUE","5 AVENUE",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/16/2011 07:16:12 AM","The Department of Health and Mental Hygiene has reviewed your Service Request. A warning letter has been sent to the responsible party notifying them to correct the condition. An inspector will be dispatched if needed. If the condition persists 21 days after the initial report, please call 311 to file another Service Request.","09/22/2011 12:09:27 PM","10 BROOKLYN","3060450027","BROOKLYN","976,696","165,922","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.62209082066","-74.02721133939","(40.622090820664475, -74.02721133938675)"
"21207659","08/31/2011 02:11:38 PM","09/22/2011 11:16:50 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10302","1267 FOREST AVENUE","FOREST AVENUE","JEWETT AVENUE","ORDELL AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","10/15/2011 02:11:38 PM","The Department of Health and Mental Hygiene has investigated the complaint and no violations were cited.","09/22/2011 11:16:50 AM","01 STATEN ISLAND","5010420001","STATEN ISLAND","947,631","167,502","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.62635512652","-74.13191899171","(40.62635512652019, -74.13191899171262)"
"21190639","08/31/2011 08:04:28 AM","09/22/2011 11:15:37 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11215",,,,,"8 STREET","4 AVENUE","INTERSECTION","BROOKLYN",,"N/A","Closed","10/15/2011 08:04:28 AM","The Department of Health and Mental Hygiene has investigated the complaint and the establishment was closed for violations, the violations were corrected, and the establishment was re-opened.","09/22/2011 11:15:37 AM","06 BROOKLYN",,"BROOKLYN","987,520","183,726","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67096156946","-73.98821203636","(40.67096156945796, -73.98821203635606)"
"21152901","08/30/2011 03:31:27 PM","09/14/2011 12:43:59 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11215","124 10 STREET","10 STREET","2 AVENUE","3 AVENUE",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/14/2011 03:31:27 PM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/14/2011 12:44:00 PM","06 BROOKLYN","3010140011","BROOKLYN","986,093","184,010","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67174149794","-73.99335612508","(40.67174149793689, -73.99335612507642)"
"21128660","08/29/2011 11:07:10 AM","09/22/2011 12:48:40 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10462","1980 UNIONPORT ROAD","UNIONPORT ROAD","SAGAMORE STREET","WHITE PLAINS ROAD",,,"ADDRESS","BRONX",,"N/A","Closed","10/13/2011 11:07:10 AM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/22/2011 12:48:40 PM","11 BRONX","2042560014","BRONX","1,020,622","249,124","ONLINE","Unspecified","BRONX",,,,,,,,"40.85038791452","-73.86852950607","(40.85038791451787, -73.86852950607152)"
"21126322","08/29/2011 08:56:41 AM","09/14/2011 12:38:35 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","11222","171 WEST STREET","WEST STREET","HURON STREET","GREEN STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/13/2011 08:56:41 AM","The Department of Health and Mental Hygiene has investigated the complaint and no violations were cited.","09/14/2011 12:38:35 PM","01 BROOKLYN","3025200057","BROOKLYN","995,394","206,323","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.73297861896","-73.95978980649","(40.73297861895534, -73.95978980649396)"
"21107064","08/25/2011 10:30:43 AM","09/22/2011 12:48:37 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Workplace - 10 or Less Staff","Commercial Building","11206","7 DEBEVOISE STREET","DEBEVOISE STREET","BROADWAY","GRAHAM AVENUE",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/09/2011 10:30:43 AM","The Department of Health and Mental Hygiene has investigated the complaint and there were minor violation of rules and regulations.  A Notice Of Violation was not issued and a Reinspection is not required.","09/22/2011 12:48:38 PM","01 BROOKLYN","3031190034","BROOKLYN","1,000,093","194,883","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.70157140157","-73.94286162994","(40.70157140156747, -73.94286162994217)"
"21098230","08/24/2011 02:19:32 PM","09/22/2011 12:47:35 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11234","3215 QUENTIN ROAD","QUENTIN ROAD","EAST 32 STREET","EAST 33 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","10/08/2011 02:19:32 PM","The DOHMH has investigated the complaint and cited violations. The agency will continue to monitor.","09/22/2011 12:47:35 PM","18 BROOKLYN","3077050005","BROOKLYN","1,001,044","162,579","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6129022845","-73.9395122636","(40.61290228449633, -73.93951226360326)"
